EVENT,ENCODING
Position_40/64,233.0
Note-Velocity_22,150.0
Note-On_57,57.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Note-Velocity_23,151.0
Note-On_49,49.0
Note-Duration_8/64,167.0
Position_58/64,251.0
Note-Velocity_22,150.0
Note-On_52,52.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_4,261.0
Tempo_203.33,312.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_16/64,209.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Position_22/64,215.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Note-Velocity_23,151.0
Note-On_47,47.0
Note-Duration_5/64,164.0
Position_28/64,221.0
Note-Velocity_20,148.0
Note-On_50,50.0
Note-Duration_10/64,169.0
Position_32/64,225.0
Tempo-Class_4,261.0
Tempo_180.00,310.0
Position_40/64,233.0
Note-Velocity_20,148.0
Note-On_52,52.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_4,261.0
Tempo_180.00,310.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_59,59.0
Note-Duration_8/64,167.0
Position_58/64,251.0
Note-Velocity_23,151.0
Note-On_62,62.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_4,261.0
Tempo_203.33,312.0
Chord-Tone_A,331.0
Chord-Type_,346.0
Chord-Slash_A,343.0
Note-Velocity_22,150.0
Note-On_61,61.0
Note-Duration_8/64,167.0
Position_10/64,203.0
Note-Velocity_25,153.0
Note-On_62,62.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_4,261.0
Tempo_180.00,310.0
Note-Velocity_22,150.0
Note-On_61,61.0
Note-Duration_7/64,166.0
Position_24/64,217.0
Note-Velocity_23,151.0
Note-On_57,57.0
Note-Duration_9/64,168.0
Position_32/64,225.0
Tempo-Class_4,261.0
Tempo_180.00,310.0
Position_33/64,226.0
Note-Velocity_23,151.0
Note-On_59,59.0
Note-Duration_8/64,167.0
Position_42/64,235.0
Note-Velocity_23,151.0
Note-On_61,61.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Note-Velocity_23,151.0
Note-On_61,61.0
Note-Duration_8/64,167.0
Position_57/64,250.0
Note-Velocity_23,151.0
Note-On_57,57.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Chord-Tone_E,326.0
Chord-Type_7,368.0
Chord-Slash_E,338.0
Position_1/64,194.0
Note-Velocity_23,151.0
Note-On_59,59.0
Note-Duration_7/64,166.0
Position_9/64,202.0
Note-Velocity_22,150.0
Note-On_62,62.0
Note-Duration_6/64,165.0
Position_15/64,208.0
Note-Velocity_23,151.0
Note-On_66,66.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_4,261.0
Tempo_215.00,313.0
Position_25/64,218.0
Note-Velocity_21,149.0
Note-On_71,71.0
Note-Duration_13/64,172.0
Position_32/64,225.0
Tempo-Class_4,261.0
Tempo_203.33,312.0
Position_41/64,234.0
Note-Velocity_19,147.0
Note-On_64,64.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Note-Velocity_22,150.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_56/64,249.0
Note-Velocity_19,147.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_4,261.0
Tempo_203.33,312.0
Chord-Tone_A,331.0
Chord-Type_,346.0
Chord-Slash_A,343.0
Position_1/64,194.0
Note-Velocity_23,151.0
Note-On_69,69.0
Note-Duration_8/64,167.0
Position_10/64,203.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_10/64,169.0
Position_16/64,209.0
Tempo-Class_4,261.0
Tempo_180.00,310.0
Position_23/64,216.0
Note-Velocity_23,151.0
Note-On_66,66.0
Note-Duration_6/64,165.0
Position_31/64,224.0
Note-Velocity_23,151.0
Note-On_69,69.0
Note-Duration_8/64,167.0
Position_32/64,225.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Position_40/64,233.0
Note-Velocity_20,148.0
Note-On_65,65.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_4,261.0
Tempo_191.67,311.0
Note-Velocity_23,151.0
Note-On_64,64.0
Note-Duration_9/64,168.0
Bar,192.0
