EVENT,ENCODING
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Position_45/64,238.0
Note-Velocity_24,152.0
Note-On_63,63.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_52/64,245.0
Note-Velocity_24,152.0
Note-On_62,62.0
Note-Duration_7/64,166.0
Position_61/64,254.0
Note-Velocity_26,154.0
Note-On_61,61.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Chord-Tone_C,322.0
Chord-Type_7,368.0
Chord-Slash_C,334.0
Position_2/64,195.0
Note-Velocity_27,155.0
Note-On_60,60.0
Note-Duration_6/64,165.0
Position_9/64,202.0
Note-Velocity_24,152.0
Note-On_57,57.0
Note-Duration_11/64,170.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Position_20/64,213.0
Note-Velocity_28,156.0
Note-On_60,60.0
Note-Duration_7/64,166.0
Position_29/64,222.0
Note-Velocity_23,151.0
Note-On_57,57.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_36/64,229.0
Note-Velocity_23,151.0
Note-On_55,55.0
Note-Duration_9/64,168.0
Position_46/64,239.0
Note-Velocity_24,152.0
Note-On_52,52.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_53/64,246.0
Note-Velocity_25,153.0
Note-On_53,53.0
Note-Duration_9/64,168.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_C,322.0
Chord-Type_7,368.0
Chord-Slash_C,334.0
Note-Velocity_23,151.0
Note-On_53,53.0
Note-Duration_5/64,164.0
Position_6/64,199.0
Note-Velocity_23,151.0
Note-On_55,55.0
Note-Duration_6/64,165.0
Position_13/64,206.0
Note-Velocity_23,151.0
Note-On_58,58.0
Note-Duration_6/64,165.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Position_20/64,213.0
Note-Velocity_24,152.0
Note-On_62,62.0
Note-Duration_8/64,167.0
Position_29/64,222.0
Note-Velocity_23,151.0
Note-On_61,61.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_36/64,229.0
Note-Velocity_23,151.0
Note-On_60,60.0
Note-Duration_7/64,166.0
Position_45/64,238.0
Note-Velocity_24,152.0
Note-On_59,59.0
Note-Duration_7/64,166.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_52/64,245.0
Note-Velocity_23,151.0
Note-On_57,57.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Chord-Tone_F,327.0
Chord-Type_7,368.0
Chord-Slash_F,339.0
Position_3/64,196.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Distance_1,418.0
Note-Velocity_23,151.0
Note-On_48,48.0
Note-Duration_9/64,168.0
Position_14/64,207.0
Note-Velocity_20,148.0
Note-On_51,51.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_43/64,236.0
Phrase,393.0
MLU-Type_line,398.0
MLU-Subtype_line-w,411.0
Note-Velocity_22,150.0
Note-On_58,58.0
Note-Duration_6/64,165.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_173.33,308.0
Position_50/64,243.0
Note-Velocity_22,150.0
Note-On_62,62.0
Note-Duration_3/64,162.0
Position_53/64,246.0
Note-Velocity_21,149.0
Note-On_65,65.0
Note-Duration_2/64,161.0
Position_56/64,249.0
Note-Velocity_23,151.0
Note-On_64,64.0
Note-Duration_2/64,161.0
Position_60/64,253.0
Note-Velocity_24,152.0
Note-On_62,62.0
Note-Duration_3/64,162.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Chord-Tone_C,322.0
Chord-Type_7,368.0
Chord-Slash_C,334.0
Note-Velocity_17,145.0
Note-On_63,63.0
Note-Duration_2/64,161.0
Position_2/64,195.0
Note-Velocity_21,149.0
Note-On_65,65.0
Note-Duration_3/64,162.0
Position_7/64,200.0
Note-Velocity_21,149.0
Note-On_64,64.0
Note-Duration_2/64,161.0
Position_9/64,202.0
Note-Velocity_22,150.0
Note-On_64,64.0
Note-Duration_3/64,162.0
Position_13/64,206.0
Note-Velocity_19,147.0
Note-On_67,67.0
Note-Duration_2/64,161.0
Position_15/64,208.0
Note-Velocity_20,148.0
Note-On_69,69.0
Note-Duration_2/64,161.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_17/64,210.0
Note-Velocity_21,149.0
Note-On_65,65.0
Note-Duration_8/64,167.0
Position_27/64,220.0
Note-Velocity_24,152.0
Note-On_62,62.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Position_33/64,226.0
Note-Velocity_24,152.0
Note-On_60,60.0
Note-Duration_10/64,169.0
Position_43/64,236.0
Note-Velocity_25,153.0
Note-On_61,61.0
Note-Duration_8/64,167.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_156.67,303.0
Position_52/64,245.0
Note-Velocity_22,150.0
Note-On_63,63.0
Note-Duration_8/64,167.0
Position_59/64,252.0
Note-Velocity_21,149.0
Note-On_65,65.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_160.00,304.0
Chord-Tone_A,331.0
Chord-Type_-7,357.0
Chord-Slash_A,343.0
Position_2/64,195.0
Note-Velocity_23,151.0
Note-On_66,66.0
Note-Duration_7/64,166.0
Position_10/64,203.0
Note-Velocity_24,152.0
Note-On_66,66.0
Note-Duration_2/64,161.0
Position_12/64,205.0
Note-Velocity_22,150.0
Note-On_63,63.0
Note-Duration_3/64,162.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_163.33,305.0
Note-Velocity_23,151.0
Note-On_66,66.0
Note-Duration_5/64,164.0
Position_21/64,214.0
Note-Velocity_26,154.0
Note-On_61,61.0
Note-Duration_8/64,167.0
Position_30/64,223.0
Note-Velocity_26,154.0
Note-On_61,61.0
Note-Duration_8/64,167.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_43/64,236.0
Note-Velocity_24,152.0
Note-On_64,64.0
Note-Duration_8/64,167.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_52/64,245.0
Note-Velocity_24,152.0
Note-On_62,62.0
Note-Duration_8/64,167.0
Position_60/64,253.0
Note-Velocity_26,154.0
Note-On_60,60.0
Note-Duration_7/64,166.0
Bar,192.0
