EVENT,ENCODING
Note-Velocity_22,150.0
Note-On_79,79.0
Note-Duration_10/64,169.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_40/64,233.0
Note-Velocity_21,149.0
Note-On_79,79.0
Note-Duration_10/64,169.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_78,78.0
Note-Duration_26/64,185.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_15/64,208.0
Note-Velocity_22,150.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_135.00,296.0
Position_24/64,217.0
Note-Velocity_20,148.0
Note-On_66,66.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_153.33,302.0
Position_43/64,236.0
Note-Velocity_22,150.0
Note-On_68,68.0
Note-Duration_8/64,167.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_57/64,250.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_7/64,166.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_135.00,296.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_8/64,201.0
Note-Velocity_25,153.0
Note-On_75,75.0
Note-Duration_7/64,166.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_143.33,299.0
Position_17/64,210.0
Note-Velocity_23,151.0
Note-On_71,71.0
Note-Duration_8/64,167.0
Position_27/64,220.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_6/64,165.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_140.00,298.0
Position_40/64,233.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_6/64,165.0
Position_47/64,240.0
Note-Velocity_24,152.0
Note-On_70,70.0
Note-Duration_8/64,167.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Position_61/64,254.0
Note-Velocity_18,146.0
Note-On_68,68.0
Note-Duration_3/64,162.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Chord-Tone_C#,323.0
Chord-Type_,346.0
Chord-Slash_C#,335.0
Position_1/64,194.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_8/64,167.0
Position_11/64,204.0
Note-Velocity_23,151.0
Note-On_68,68.0
Note-Duration_5/64,164.0
Position_16/64,209.0
Tempo-Class_3,260.0
Tempo_140.00,298.0
Note-Velocity_20,148.0
Note-On_68,68.0
Note-Duration_17/64,176.0
Position_32/64,225.0
Tempo-Class_3,260.0
Tempo_146.67,300.0
Position_34/64,227.0
Note-Velocity_17,145.0
Note-On_69,69.0
Note-Duration_14/64,173.0
Position_48/64,241.0
Tempo-Class_3,260.0
Tempo_150.00,301.0
Position_49/64,242.0
Note-Velocity_23,151.0
Note-On_70,70.0
Note-Duration_8/64,167.0
Position_60/64,253.0
Note-Velocity_16,144.0
Note-On_68,68.0
Note-Duration_23/64,182.0
Bar,192.0
