EVENT,ENCODING
Note-Duration_3/64,162.0
Rep-End_1,445.0
Part-End_A,434.0
Part-Start_I,433.0
Rep-Start_1,439.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_11/64,204.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_120.00,290.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_50/64,243.0
Phrase,393.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Referred,417.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_6/64,165.0
Position_57/64,250.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_2/64,161.0
Position_60/64,253.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_6/64,165.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_34/64,227.0
Note-Velocity_24,152.0
Note-On_76,76.0
Note-Duration_2/64,161.0
Position_36/64,229.0
Note-Velocity_23,151.0
Note-On_76,76.0
Note-Duration_24/64,183.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_61/64,254.0
MLU-Type_lick,397.0
MLU-Subtype_lick-general,402.0
Backref-Distance_1,418.0
Backref-Variation_-,426.0
Note-Velocity_26,154.0
Note-On_79,79.0
Note-Duration_5/64,164.0
Bar,192.0
Position_0/64,193.0
Tempo-Class_2,259.0
Tempo_115.00,288.0
Chord-Tone_A,331.0
Chord-Type_79#,370.0
Chord-Slash_A,343.0
Position_4/64,197.0
Note-Velocity_26,154.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_9/64,202.0
Note-Velocity_24,152.0
Note-On_79,79.0
Note-Duration_2/64,161.0
Position_11/64,204.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_16/64,209.0
Tempo-Class_2,259.0
Tempo_122.50,291.0
Position_18/64,211.0
Note-Velocity_25,153.0
Note-On_79,79.0
Note-Duration_3/64,162.0
Position_22/64,215.0
Note-Velocity_24,152.0
Note-On_81,81.0
Note-Duration_3/64,162.0
Position_26/64,219.0
Note-Velocity_23,151.0
Note-On_79,79.0
Note-Duration_3/64,162.0
Position_32/64,225.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_35/64,228.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_4/64,163.0
Position_41/64,234.0
Note-Velocity_24,152.0
Note-On_79,79.0
Note-Duration_3/64,162.0
Position_48/64,241.0
Tempo-Class_2,259.0
Tempo_117.50,289.0
Position_50/64,243.0
Note-Velocity_21,149.0
Note-On_79,79.0
Note-Duration_3/64,162.0
Position_53/64,246.0
Note-Velocity_25,153.0
Note-On_81,81.0
Note-Duration_3/64,162.0
Position_57/64,250.0
Note-Velocity_25,153.0
Note-On_79,79.0
Note-Duration_4/64,163.0
Position_62/64,255.0
Note-Velocity_22,150.0
Note-On_79,79.0
Note-Duration_3/64,162.0
Bar,192.0
